ID_CTE,CLASE,TIENE_ALT,TIENE_APOLO,TIENE_TDC,TIENE_SEGUROS,TIENE_BXI,TIENE_HIJOS,TIENE_AUTOS,TIENE_BIENES,TIENE_ESTUDIOS,TIENE_TELEFONO,TIENE_MAIL,FILENET,TDC_COMPRA,TXN_SUC,TXNS,ACTIVO,NH_N2,NH,TOTAL_ALT,TOTAL_APOLO,TOTAL_TDC,TOTAL_SEGUROS,SDO_CAPTACION,SDO_CORTE,MONTO_NOMINA,PORC_GASTADO,ANIO_ALTA_CTE,GENERACION_CTE,ESTADOCLAV,ESTADODES,FUENTEINGDES,INGRESOSMENDES,SEGMENTOMKTDES,SEXO,ESTADOCIV,REGIMENMAT,FECHA_INFORMACION,FAMILIA,TOTAL_PRODUCTOS,LEYENDA,BANCA,BANCO,NUMEROCIF,VISTA,BXI,EMAIL,HIJOSNUM,AUTOSNUM,BIENESNUM,TRATAMIENTO,NIVELESTDES,ESTATUSDES,TIPOTEL1,CODIGOPOS,ANIO_MES_ALTA_CTE,ANIO_NAC_CTE,ANIO_MES_NAC_CTE,CLUSTER,TOTAL,Municipio
1.08E+11,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0,0,0,37,37,0,-99.97,2018,Generacion Y,26,SON,No Identificado,No Identificado,PERSONAL MASIVO,F,S,D,10/31/2020,1,1,CON SALDO,Comercial,BANORTE,55082447,1,0,0,0,0,0,ND,Otros,Activo,0,83000,2018-0,94,9404,19,1,Hermosillo
1.07E+11,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1.00E+21,2017,Generacion Y,25,SIN,No Identificado,No Identificado,PERSONAL MASIVO,M,S,D,10/31/2020,1,1,CON GASTO,Comercial,BANORTE,51476594,1,0,0,0,0,0,ND,Secundaria,Activo,0,80155,2017-0,89,8905,3,1,Culiacan
1.09E+11,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,-66.66,2020,Generacion X,3,BC,No Identificado,No Identificado,PERSONAL MASIVO,F,S,D,10/31/2020,1,1,CON SALDO,Comercial,BANORTE,61116690,1,0,23,0,0,0,ND,Otros,Activo,0,21000,2020-0,71,7110,19,1,SIN MUNICIPIO
1.09E+11,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,1,1,0,0,0,354,166,3687,2124.4,2020,Generacion Y,15,MEX,Sueldo,MENOS DE $2000,PERSONAL MASIVO,M,S,D,10/31/2020,1,1,CON GASTO,Comercial,BANORTE,63562802,1,0,30,0,0,0,ND,Otros,Prospecto,0,57300,2020-0,97,9703,13,1,Nezahualcoyotl
1.09E+11,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0,0,0,2024,1026,3172,209.31,2020,Generacion Y,21,PUE,No Identificado,No Identificado,PERSONAL MASIVO,F,S,D,10/31/2020,1,1,CON GASTO,Comercial,BANORTE,62394478,1,0,0,0,0,0,ND,Otros,Activo,0,73982,2020-0,82,8208,3,1,Cuyoaco
1.09E+11,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1.00E+21,2020,Generacion Y,3,BC,No Identificado,No Identificado,PERSONAL MASIVO,M,S,D,10/31/2020,1,1,CON GASTO,Comercial,BANORTE,63932606,1,0,0,0,0,0,ND,Otros,Activo,0,22163,2020-0,91,9101,3,1,SIN MUNICIPIO
1.09E+11,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,1,1,0,0,0,430,531,7513,1315.81,2020,Generacion Y,28,TAMPS,No Identificado,No Identificado,PERSONAL MASIVO,M,U,D,10/31/2020,1,1,CON GASTO,Comercial,BANORTE,61389652,1,0,21,0,0,0,ND,Preparatoria,Activo,0,88736,2020-0,97,9711,3,1,Reynosa
1.09E+11,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,1,1,0,0,0,1228,1640,6653,305.59,2019,Generacion Z,6,COAH,No Identificado,No Identificado,PERSONAL MASIVO,M,S,D,10/31/2020,1,1,CON GASTO,Comercial,BANORTE,59737233,1,0,29,0,0,0,ND,Preparatoria,Activo,0,25097,2019-0,1,104,3,1,Saltillo
1.09E+11,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1.00E+21,2019,Generacion Z,12,GRO,Sueldo,MENOS DE $2000,PERSONAL MASIVO,M,S,D,10/31/2020,1,1,CON GASTO,Comercial,BANORTE,60701590,1,0,0,0,0,0,ND,Otros,Prospecto,0,39899,2019-1,1,106,13,1,Acapulco de Juarez
1.09E+11,0,1,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,1,1,1,0,0,0,67,0,645,161250,2019,Generacion X,24,SLP,Sueldo,MENOS DE $2000,PERSONAL MASIVO,M,C,S,10/31/2019,2,1,CON GASTO,Comercial,BANORTE,60488868,1,0,0,0,0,0,ND,Otros,Prospecto,C,78000,2019-1,73,7308,9,1,San Luis Potosi
1.08E+11,0,1,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,1,1,1,0,0,0,583,493,0,1.00E+21,2019,Baby Boombers,22,QRO,Sueldo,MENOS DE $2000,PERSONAL MASIVO,F,C,M,10/31/2019,2,1,CON GASTO,Comercial,BANORTE,58114125,1,0,0,0,0,0,ND,Otros,Prospecto,D,76125,2019-0,61,6107,9,1,Queretaro
1.08E+11,0,0,0,1,0,0,0,1,1,1,1,0,1,1,1,1,0,0,1,0,0,1,0,0,0,0,1.00E+21,2018,Generacion Y,25,SIN,Sueldo,$ 15001 A $ 35000,PERSONAL MASIVO,M,S,S,10/31/2019,1,1,CON GASTO,Comercial,BANORTE,56868626,0,0,0,0,1,1,ND,Licenciatura (Profesional),Prospecto,C,80197,2018-1,93,9312,10,1,Culiacan
1.07E+11,0,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,0,1,1,1,0,0,0,365,9,0,1.00E+21,2018,Generacion Y,14,JAL,Sueldo,MENOS DE $2000,PERSONAL MASIVO,F,S,D,10/31/2019,1,1,CON GASTO,Comercial,BANORTE,53216445,1,1,30,0,0,0,ND,Otros,Prospecto,C,44410,2018-0,92,9209,2,1,Guadalajara
1.07E+11,0,1,0,0,0,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,0,0,0,8606,751,0,1.00E+21,2016,Generacion Y,30,VER,Sueldo,$ 35001 A $ 50000,PERSONAL MASIVO,M,C,M,10/31/2019,4,1,CON GASTO,Comercial,BANORTE,49015319,1,1,23,2,1,0,LIC,Postgrado (MaestriaDoctorado),Prospecto,C,91240,2016-1,80,8006,17,1,Xico
1.08E+11,0,1,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,1,1,1,0,0,0,6,6,0,1.00E+21,2019,Generacion Y,9,CHIH,Sueldo,No Identificado,PERSONAL MASIVO,F,C,M,10/31/2019,2,1,CON GASTO,Comercial,BANORTE,59015262,1,0,0,0,0,0,ND,Secundaria,Activo,D,32000,2019-0,86,8609,9,1,Juarez
1.08E+11,0,1,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,0,1,1,0,0,0,21,21,0,1.00E+21,2018,Generacion X,2,AGS,Sueldo,MENOS DE $2000,PERSONAL MASIVO,F,C,M,10/31/2019,2,1,CON GASTO,Comercial,BANORTE,55743676,1,0,0,0,0,0,ND,Otros,Prospecto,C,20970,2018-0,76,7601,9,1,SIN MUNICIPIO
1.08E+11,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,0,0,0,4,4,0,1.00E+21,2019,Generacion Y,19,NL,Sueldo,MENOS DE $2000,PERSONAL MASIVO,M,C,M,10/31/2019,2,1,CON GASTO,Comercial,BANORTE,58292399,1,0,16,0,0,0,ND,Otros,Prospecto,C,65500,2019-0,95,9509,9,1,Salinas Victoria
1.08E+11,0,1,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,1,1,1,0,0,0,0,0,0,1.00E+21,2019,Generacion Z,26,SON,Sueldo,MENOS DE $2000,PERSONAL MASIVO,F,S,D,10/31/2019,1,1,CON GASTO,Comercial,BANORTE,58812652,1,0,0,0,0,0,ND,Preparatoria,Prospecto,C,84047,2019-0,1,103,9,1,Nogales
1.05E+11,0,1,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,1,1,1,0,0,0,564,3,3600,143333.06,2015,Generacion X,19,NL,Sueldo,MENOS DE $2000,PERSONAL MASIVO,F,C,M,10/31/2019,2,1,CON GASTO,Comercial,BANORTE,42491410,1,0,0,0,0,0,ND,Bachiller Elemental,Prospecto,C,66220,2015-0,73,7304,9,1,San Pedro Garza Garcia
1.09E+11,0,1,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,1,1,1,0,0,0,456,200,4250,2025,2019,Generacion Y,26,SON,Sueldo,MENOS DE $2000,PERSONAL MASIVO,F,C,M,10/31/2019,2,1,CON GASTO,Comercial,BANORTE,60257187,1,0,0,0,0,0,ND,Otros,Prospecto,C,85246,2019-0,83,8306,9,1,Huatabampo
1.07E+11,0,1,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,1,1,1,0,0,0,8,8,0,1.00E+21,2017,Generacion Y,11,GTO,Sueldo,MENOS DE $2000,PERSONAL MASIVO,F,S,D,10/31/2019,1,1,CON GASTO,Comercial,BANORTE,50332041,1,0,0,0,0,0,ND,Primaria,Prospecto,D,37000,2017-0,95,9502,9,1,Leon
1.06E+11,0,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,0,0,1,1,0,0,0,10,10,0,1.00E+21,2016,Generacion Y,2,AGS,Sueldo,$ 10001 A $ 15000,PERSONAL MASIVO,M,C,S,10/31/2019,2,1,CON GASTO,Comercial,BANORTE,46083150,1,1,21,0,0,0,ND,Licenciatura (Profesional),Prospecto,C,20174,2016-0,92,9204,2,1,SIN MUNICIPIO
1.07E+11,0,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,0,0,1,1,0,0,0,217,219,0,1.00E+21,2017,Generacion X,15,MEX,Sueldo,$ 10001 A $ 15000,PERSONAL MASIVO,M,C,M,10/31/2019,2,1,CON GASTO,Comercial,BANORTE,53004310,1,1,22,0,0,0,ND,Secundaria,Prospecto,C,54766,2017-1,77,7712,2,1,Cuautitlan Izcalli
1.05E+11,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,1,1,0,0,0,2575,5690,0,1.00E+21,2015,Generacion Y,4,BCS,No Identificado,No Identificado,PERSONAL BASICO TRANSICION,F,C,M,10/31/2019,2,1,CON GASTO,Comercial,BANORTE,42510782,1,0,25,0,0,0,ND,Otros,Prospecto,C,23010,2015-0,85,8505,9,1,SIN MUNICIPIO
1.09E+11,0,1,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,1,1,1,0,0,0,228,1458,5032,245.23,2019,Generacion Y,3,BC,No Identificado,No Identificado,PERSONAL MASIVO,M,C,M,10/31/2019,2,1,CON GASTO,Comercial,BANORTE,60217009,1,0,0,0,0,0,ND,Otros,Activo,C,21353,2019-0,97,9708,9,1,SIN MUNICIPIO
1.09E+11,0,1,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,1,1,1,0,0,0,14,14,0,1.00E+21,2019,Generacion Y,9,CHIH,Sueldo,MENOS DE $2000,PERSONAL MASIVO,F,C,M,10/31/2019,2,1,CON GASTO,Comercial,BANORTE,60010293,1,0,0,0,0,0,ND,Otros,Prospecto,D,32000,2019-0,96,9604,9,1,Juarez
1.08E+11,0,1,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,0,1,1,0,0,0,186,1073,5234,387.73,2019,Generacion Y,21,PUE,Sueldo,MENOS DE $2000,PERSONAL MASIVO,M,C,M,10/31/2019,2,1,CON GASTO,Comercial,BANORTE,58661676,1,0,0,0,0,0,ND,Secundaria,Prospecto,D,72980,2019-0,90,9006,9,1,Amozoc
1.05E+11,0,1,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,0,1,1,0,0,0,437,5,6194,133969.26,2014,Baby Boombers,10,DGO,Sueldo,$ 10001 A $ 15000,PERSONAL MASIVO,F,C,M,10/31/2019,2,1,CON GASTO,Comercial,BANORTE,41011925,1,0,0,0,0,0,ND,Primaria,Activo,C,35150,2014-1,59,5904,9,1,Lerdo
1.08E+11,0,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,0,0,1,3,0,0,0,722,154,5198,3268.32,2018,Generacion Y,14,JAL,Sueldo,$  7501 A $10000,PERSONAL MASIVO,F,C,M,10/31/2019,2,1,CON GASTO,Comercial,BANORTE,55152834,3,1,16,0,0,0,ND,Secundaria,Prospecto,C,49340,2018-0,84,8401,2,1,Tapalpa
1.05E+11,0,1,0,0,0,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,102,76,6613,8604.75,2015,Generacion Y,20,OAX,Sueldo,$ 10001 A $ 15000,PERSONAL MASIVO,M,C,M,10/31/2019,2,1,CON GASTO,Comercial,BANORTE,42119680,1,1,19,0,0,1,ND,Licenciatura (Profesional),Activo,C,70839,2015-0,88,8803,2,1,San Pedro Mixtepec -Dto. 26 -
1.07E+11,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,26,26,0,1.00E+21,2018,Baby Boombers,30,VER,Sueldo,$  4001 A $ 7500,PERSONAL MASIVO,M,C,S,10/31/2019,2,1,CON GASTO,Comercial,BANORTE,53274564,1,0,19,0,0,1,ND,Licenciatura (Profesional),Prospecto,C,94542,2018-0,58,5806,1,1,Cordoba
1.05E+11,0,0,0,1,0,0,0,0,0,1,1,0,1,1,1,1,0,0,1,0,0,1,0,0,0,0,1.00E+21,2014,Generacion X,19,NL,Sueldo,$ 10001 A $ 15000,PERSONAL BASICO,M,C,M,10/31/2019,2,1,CON GASTO,Comercial,BANORTE,39857696,0,0,0,0,0,0,ND,Otros,Prospecto,D,67195,2014-0,69,6907,10,1,Guadalupe
1.05E+11,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,31,97,0,1.00E+21,2014,Generacion Y,12,GRO,Sueldo,$ 15001 A $ 35000,PERSONAL MASIVO,F,C,M,10/31/2019,2,1,CON GASTO,Comercial,BANORTE,38507544,1,0,24,0,1,1,LIC,Licenciatura (Profesional),Prospecto,C,39000,2014-0,80,8003,1,1,Chilpancingo de los Bravo
1.09E+11,0,1,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,1,1,1,0,0,0,1055,12,0,1.00E+21,2019,Generacion X,15,MEX,Sueldo,MENOS DE $2000,PERSONAL MASIVO,M,C,S,10/31/2019,2,1,CON GASTO,Comercial,BANORTE,60406864,1,0,0,0,0,0,ND,Otros,Prospecto,D,54720,2019-1,77,7712,9,1,Cuautitlan Izcalli
1.09E+11,0,1,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,1,1,1,0,0,0,0,0,0,1.00E+21,2019,Generacion Y,15,MEX,Sueldo,MENOS DE $2000,PERSONAL MASIVO,F,C,M,10/31/2019,2,1,CON GASTO,Comercial,BANORTE,60228942,1,0,0,0,0,0,ND,Secundaria,Prospecto,D,55700,2019-0,99,9903,9,1,Coacalco de Berriozabal
1.09E+11,0,0,0,1,0,0,0,0,0,1,1,0,1,1,1,1,0,0,1,0,0,1,0,0,0,0,1.00E+21,2019,Generacion Y,15,MEX,Sueldo,$ 10001 A $ 15000,PERSONAL MASIVO,F,U,S,10/31/2019,1,1,CON GASTO,Comercial,BANORTE,60156790,0,0,0,0,0,0,SRA,Carrera Tecnica,Prospecto,C,55018,2019-0,99,9907,10,1,Ecatepec de Morelos
1.05E+11,0,1,0,1,0,1,0,0,0,1,1,1,1,1,1,1,0,0,1,1,0,1,0,416,4596,0,1.00E+21,2015,Generacion Y,14,JAL,Sueldo,MENOS DE $2000,PERSONAL MASIVO,F,C,M,10/31/2019,2,2,CON GASTO,Comercial,BANORTE,42577153,1,1,30,0,0,0,ND,Otros,Prospecto,C,45100,2015-0,84,8411,18,1,Zapopan
1.06E+11,0,1,0,0,0,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,2,2,0,1.00E+21,2016,Generacion X,1,CDMX,Sueldo,$ 10001 A $ 15000,PERSONAL MASIVO,M,C,M,10/31/2019,2,1,CON GASTO,Comercial,BANORTE,45722514,1,1,19,0,1,1,ND,Carrera Tecnica,Prospecto,C,1538,2016-0,75,7508,1,1,SIN MUNICIPIO
1.09E+11,0,1,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,1,1,1,0,0,0,0,0,0,1.00E+21,2019,Generacion Y,28,TAMPS,Sueldo,MENOS DE $2000,PERSONAL MASIVO,M,C,M,10/31/2019,2,1,CON GASTO,Comercial,BANORTE,59979043,1,0,0,0,0,0,ND,Secundaria,Prospecto,D,87000,2019-0,95,9501,9,1,Victoria
1.06E+11,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,1.00E+21,2016,Generacion X,32,ZAC,Sueldo,$ 10001 A $ 15000,PERSONAL MASIVO,M,C,S,10/31/2019,2,1,CON GASTO,Comercial,BANORTE,48041889,1,0,17,0,0,0,ND,Otros,Activo,C,98980,2016-0,69,6905,9,1,Villa Hidalgo
1.08E+11,0,1,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,1,1,1,0,0,0,350,19,3090,15793,2018,Generacion X,14,JAL,Sueldo,MENOS DE $2000,PERSONAL MASIVO,M,C,M,10/31/2019,2,1,CON GASTO,Comercial,BANORTE,56037009,1,0,0,0,0,0,ND,Preparatoria,Prospecto,D,45380,2018-0,70,7012,9,1,Amatitan
1.08E+11,0,1,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,1,1,1,0,0,0,9,9,0,1.00E+21,2018,Generacion X,4,BCS,Sueldo,MENOS DE $2000,PERSONAL MASIVO,M,C,M,10/31/2019,2,1,CON GASTO,Comercial,BANORTE,54399424,1,0,0,0,0,0,ND,Secundaria,Prospecto,D,23450,2018-0,70,7006,9,1,SIN MUNICIPIO
1.07E+11,0,1,0,0,0,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,11,11,0,1.00E+21,2017,Baby Boombers,15,MEX,Sueldo,$ 35001 A $ 50000,PERSONAL MEDIO,M,C,M,10/31/2019,2,1,CON GASTO,Comercial,BANORTE,51856598,1,1,25,0,1,1,LIC,Licenciatura (Profesional),Activo,C,53110,2017-0,60,6004,1,1,Naucalpan de Juarez
1.06E+11,0,1,0,0,0,0,0,1,1,1,1,0,1,1,1,1,0,0,1,1,0,0,0,2838,28344,0,1.00E+21,2015,Baby Boombers,16,MICH,Sueldo,$ 10001 A $ 15000,PERSONAL BASICO,M,C,S,10/31/2019,2,1,CON GASTO,Comercial,BANORTE,44097784,1,0,0,0,1,1,ND,Licenciatura (Profesional),Prospecto,C,58600,2015-1,62,6212,1,1,Zacapu
1.07E+11,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,1,2,0,0,0,0,0,0,1.00E+21,2017,Generacion X,17,MOR,Sueldo,$  4001 A $ 7500,PERSONAL MASIVO,M,C,M,10/31/2019,2,1,CON GASTO,Comercial,BANORTE,52452088,2,0,24,0,1,1,ND,Carrera Tecnica,Prospecto,C,62430,2017-1,71,7101,1,1,Cuernavaca
1.08E+11,0,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,0,0,1,1,0,0,0,1725,4543,19438,327.82,2018,Generacion X,30,VER,Sueldo,$  7501 A $10000,PERSONAL BASICO,M,C,S,10/31/2019,2,1,CON GASTO,Comercial,BANORTE,54344103,1,1,29,0,0,0,ND,Licenciatura (Profesional),Prospecto,C,91809,2018-0,74,7401,2,1,Veracruz
1.09E+11,0,1,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,1,1,1,0,0,0,414,74,3871,5123.2,2019,Generacion X,1,CDMX,Sueldo,MENOS DE $2000,PERSONAL MASIVO,M,C,M,10/31/2019,2,1,CON GASTO,Comercial,BANORTE,59916414,1,0,0,0,0,0,ND,Otros,Prospecto,C,8500,2019-0,65,6507,9,1,SIN MUNICIPIO
1.05E+11,0,1,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,0,1,3,0,0,0,10558,0,0,1.00E+21,2015,Generacion Y,11,GTO,Sueldo,$ 10001 A $ 15000,PERSONAL MASIVO,F,C,M,10/31/2019,2,1,CON GASTO,Comercial,BANORTE,42317222,2,0,0,0,0,0,ND,Carrera Tecnica,Prospecto,C,36980,2015-0,93,9311,9,1,Abasolo
1.07E+11,0,1,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,0,1,1,0,0,0,7,7,0,1.00E+21,2017,Generacion X,9,CHIH,Sueldo,MENOS DE $2000,PERSONAL MASIVO,F,C,M,10/31/2019,2,1,CON GASTO,Comercial,BANORTE,51089654,1,0,0,0,0,0,ND,Secundaria,Prospecto,C,32160,2017-0,77,7701,9,1,Juarez
1.09E+11,0,1,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,1,1,1,0,0,0,320,320,0,1.00E+21,2019,Generacion X,9,CHIH,No Identificado,No Identificado,PERSONAL MASIVO,F,C,M,10/31/2019,2,1,CON GASTO,Comercial,BANORTE,59826343,1,0,0,0,0,0,ND,Secundaria,Activo,D,31124,2019-0,79,7907,9,1,Chihuahua
1.07E+11,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,6,6,0,1.00E+21,2017,Generacion Y,28,TAMPS,Sueldo,$ 10001 A $ 15000,PERSONAL MASIVO,M,C,M,10/31/2019,4,1,CON GASTO,Comercial,BANORTE,50129009,1,1,24,2,1,1,PROF,Licenciatura (Profesional),Prospecto,C,88540,2017-0,86,8605,17,1,Reynosa
1.08E+11,0,1,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,1,1,1,0,0,0,0,0,0,1.00E+21,2019,Generacion Y,19,NL,Sueldo,MENOS DE $2000,PERSONAL MASIVO,M,C,S,10/31/2019,2,1,CON GASTO,Comercial,BANORTE,58396843,1,0,0,0,0,0,ND,Otros,Prospecto,D,64730,2019-0,99,9912,9,1,Monterrey
1.08E+11,0,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,0,1,1,1,0,0,0,5,5,0,1.00E+21,2018,Generacion Y,15,MEX,Sueldo,$  4001 A $ 7500,PERSONAL MASIVO,M,C,M,10/31/2019,2,1,CON GASTO,Comercial,BANORTE,54630639,1,1,30,0,0,0,ND,Preparatoria,Prospecto,C,50670,2018-0,82,8210,2,1,San Jos? del Rincon
1.06E+11,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,1.00E+21,2016,Generacion Y,18,NAY,Sueldo,MENOS DE $2000,PERSONAL MASIVO,F,C,S,10/31/2019,2,1,CON GASTO,Comercial,BANORTE,47443196,1,0,26,0,2,1,ND,Otros,Prospecto,C,63173,2016-0,80,8001,1,1,Tepic
1.08E+11,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,0,0,0,3,3,0,1.00E+21,2018,Generacion Y,9,CHIH,Sueldo,MENOS DE $2000,PERSONAL MASIVO,F,C,S,10/31/2019,2,1,CON GASTO,Comercial,BANORTE,55575850,1,0,15,0,0,0,ND,Licenciatura (Profesional),Prospecto,C,31160,2018-0,84,8409,9,1,Chihuahua
1.07E+11,0,1,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,1,1,1,0,0,0,83,11,3168,29094,2017,Generacion X,14,JAL,Sueldo,MENOS DE $2000,PERSONAL MASIVO,M,S,D,10/31/2019,1,1,CON GASTO,Comercial,BANORTE,50041817,1,0,0,0,0,0,ND,Otros,Prospecto,D,44100,2017-0,72,7203,9,1,Guadalajara
1.08E+11,0,1,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,0,1,1,0,0,0,324,4,0,1.00E+21,2019,Generacion Y,11,GTO,No Identificado,No Identificado,PERSONAL MASIVO,F,C,M,10/31/2019,2,1,CON GASTO,Comercial,BANORTE,58592126,1,0,0,0,0,0,ND,Secundaria,Activo,C,37670,2019-0,97,9709,9,1,Leon
1.08E+11,0,1,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,1,1,1,0,0,0,0,0,0,1.00E+21,2019,Generacion X,19,NL,Sueldo,MENOS DE $2000,PERSONAL MASIVO,M,C,M,10/31/2019,2,1,CON GASTO,Comercial,BANORTE,58898439,1,0,0,0,0,0,ND,Secundaria,Prospecto,C,67280,2019-0,79,7910,9,1,Juarez
1.08E+11,0,1,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,1,1,1,0,0,0,0,0,0,1.00E+21,2019,Generacion Y,25,SIN,Sueldo,MENOS DE $2000,PERSONAL MASIVO,F,C,M,10/31/2019,2,1,CON GASTO,Comercial,BANORTE,58359032,1,0,0,0,0,0,ND,Otros,Prospecto,C,81122,2019-0,85,8511,9,1,Guasave
1.08E+11,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,0,0,0,600,600,0,1.00E+21,2018,Generacion Y,14,JAL,Sueldo,MENOS DE $2000,PERSONAL MASIVO,F,S,D,10/31/2019,1,1,CON GASTO,Comercial,BANORTE,55592795,1,0,23,0,0,0,ND,Secundaria,Prospecto,C,49000,2018-0,82,8207,9,1,Zapotlan el Grande
1.08E+11,0,1,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,1,1,1,0,0,0,0,0,0,1.00E+21,2019,Generacion X,11,GTO,Sueldo,MENOS DE $2000,PERSONAL MASIVO,M,S,D,10/31/2019,1,1,CON GASTO,Comercial,BANORTE,58552051,1,0,0,0,0,0,ND,Otros,Prospecto,D,37020,2019-0,75,7505,9,1,Leon
1.08E+11,0,1,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,1,1,1,0,0,0,1133,868,0,1.00E+21,2019,Generacion Y,25,SIN,Sueldo,MENOS DE $2000,PERSONAL MASIVO,F,S,D,10/31/2019,1,1,CON GASTO,Comercial,BANORTE,58738884,1,0,0,0,0,0,ND,Otros,Prospecto,D,80199,2019-0,94,9412,9,1,Culiacan
1.09E+11,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0,0,0,181,2,1860,92900,2020,Generacion Y,8,CHIS,No Identificado,No Identificado,PERSONAL MASIVO,M,S,D,10/31/2020,1,1,CON GASTO,Comercial,BANORTE,63383892,1,0,0,0,0,0,ND,Otros,Activo,0,30700,2020-0,91,9109,3,1,Tapachula
1.08E+11,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1.00E+21,2019,Generacion X,8,CHIS,No Identificado,No Identificado,PERSONAL MASIVO,F,,D,10/31/2020,,1,CON GASTO,Comercial,BANORTE,56738404,1,0,27,0,0,0,ND,No Identificado,Prospecto,0,30674,2019-0,70,7006,3,1,Huehuetan
1.08E+11,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0,0,0,279,2071,8360,303.66,2018,Sin Generacion,26,SON,No Identificado,No Identificado,PERSONAL MASIVO,F,S,D,10/31/2020,1,1,CON GASTO,Comercial,BANORTE,55885432,1,0,0,0,0,0,ND,Otros,Activo,0,85532,2018-0,0,2,3,1,SIN MUNICIPIO
1.07E+11,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0,0,0,283,68,7758,11252.04,2018,Generacion Y,9,CHIH,Sueldo,$  2001 A $ 3000,PERSONAL MASIVO,F,S,D,10/31/2020,1,1,CON GASTO,Comercial,BANORTE,53949542,1,0,0,0,0,0,ND,Otros,Activo,0,32000,2018-0,83,8307,13,1,Juarez
